Doc Symbol	publicaion date	Jobs	title	title _ar	subjects	Area	discard	Lang available	Security level	title	session 1	session 2	session 3	agenda 1	agenda 2	agenda 3
E/ESCWA/ECW/2015/IG.1/CRP.1	01/15/2016	I1600020			T0006857;T0004313;T0006159;T0000472;T0006858;T0005529;T0007920;T0006023	UNDOC		AP	3							
E/ESCWA/ECW/2015/IG.1/INF.1	10/07/2015	I1500412	INFORMATION NOTE : ECONOMIC AND SOCIAL COMMISSIONS FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20-21 JANUARY 2016		T0007920;T0005529;T0002861	UNDOC		EP AP	3	INFORMATION NOTE : ECONOMIC AND SOCIAL COMMISSIONS FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20-21 JANUARY 2016						
E/ESCWA/ECW/2015/IG.1/INF.2	12/30/2015	I1500562	PROVISIONAL LIST OF DOCUMENTS : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA, COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20 - 21 JANUARY 2016		T0002861;T0004781;T0006045;T0006023;T0005529;T0007920	UNDOC		EP AP	3	PROVISIONAL LIST OF DOCUMENTS : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA, COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20 - 21 JANUARY 2016						
E/ESCWA/ECW/2015/IG.1/L.1	05/29/2015	I1500290	PROVISIONAL AGENDA AND ANNOTATIONS : ECONOMIC AND SOCIAL COMMISSIONS FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20-21 JANUARY 2016		T0000398;T0005915;T0002861	UNDOC		EP AP	3	PROVISIONAL AGENDA AND ANNOTATIONS : ECONOMIC AND SOCIAL COMMISSIONS FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20-21 JANUARY 2016						
E/ESCWA/ECW/2015/IG.1/L.2	12/24/2015	I1500530	ORGANIZATION OF WORK : ECONOMIC AND SOCIAL COMMISSIONS FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20-21 JANUARY 2016		T0007920;T0005999;T0005529;T0002861	UNDOC		EP AP	3	ORGANIZATION OF WORK : ECONOMIC AND SOCIAL COMMISSIONS FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, SEVENTH SESSION, MUSCAT, 20-21 JANUARY 2016						
E/ESCWA/ECW/2015/TECHNICAL PAPER.1	01/19/2015	I1500039			T0010388;T0006857;T0004246;T0010452;T0010419;T0013540;T0003955;T0000090;T0004721;T0001135;T0002794;T0006836;T0005529	UNDOC		AP	3							
E/ESCWA/ECW/2015/TECHNICAL PAPER.2	02/04/2015	I1500090	SOCIAL AND ECONOMIC SITUATION OF PALESTINIAN WOMEN AND GIRLS (JULY 2012 - JUNE 2014)		T0002861;T0000667;T0004268;T0002794;T0002775;T0000090;T0010419;T0010452;T0010095;T0004721;T0010336;T0006836;T0004246;T0006736;T0003212;P0000586	UNDOC		EP	3	SOCIAL AND ECONOMIC SITUATION OF PALESTINIAN WOMEN AND GIRLS (JULY 2012 - JUNE 2014)						
E/ESCWA/ECW/2015/TECHNICAL PAPER.3	02/26/2015	I1500156	WOMEN’S RIGHTS AND GENDER EQUALITY FOR SUSTAINABLE DEVELOPMENT : DISCUSSING THE PROPOSED SUSTAINABLE DEVELOPMENT GOALS WITHIN THE CONTEXT OF DEVELOPMENT IN THE ARAB REGION		T0006159;T0001129;T0005529;T0010419;T0003969;T0010388;T0003962	UNDOC		EP	3	WOMEN’S RIGHTS AND GENDER EQUALITY FOR SUSTAINABLE DEVELOPMENT : DISCUSSING THE PROPOSED SUSTAINABLE DEVELOPMENT GOALS WITHIN THE CONTEXT OF DEVELOPMENT IN THE ARAB REGION						
E/ESCWA/ECW/2015/TECHNICAL PAPER.4	07/06/2016	I1600097			T0006857;T0013540;T0010419;T0003969;T0004002;T0000180;T0006051;T0005529	UNDOC		AP	2							
E/ESCWA/ECW/2015/TECHNICAL PAPER.5	10/21/2015	I1500427			T0010419;T0003650;T0013540;T0000180;T0005529	UNDOC		AP	3							
E/ESCWA/ECW/2015/TECHNICAL PAPER.6	10/21/2015	I1500430	POLICY BRIEF : CONSEQUENCES OF CHILD MARRIAGE FOR SEXUAL AND REPRODUCTIVE HEALTH IN HUMANITARIAN SETTINGS IN THE ARAB REGION		T0013316;T0002769;T0010027;T0006055;T0010332;T0014018;T0005529	UNDOC		EP	2	POLICY BRIEF : CONSEQUENCES OF CHILD MARRIAGE FOR SEXUAL AND REPRODUCTIVE HEALTH IN HUMANITARIAN SETTINGS IN THE ARAB REGION						
E/ESCWA/ECW/2015/TECHNICAL PAPER.8	03/17/2015	I1500199	IDENTIFYING THE LEGISLATIVE GAPS THAT NEED TO BE FILLED FOR THE APPLICATION OF THE SECURITY COUNCIL RESOLUTION 1325 (2000) ON WOMEN AND SECURITY AND PEACE IN SELECTED ARAB COUNTRIES		T0002861;T0000180;T0006051;T0003962;T0010419;T0013296;T0013316;T0005693;T0013633;T0010174;T0005529;T0006159	UNDOC		EP AP	2	IDENTIFYING THE LEGISLATIVE GAPS THAT NEED TO BE FILLED FOR THE APPLICATION OF THE SECURITY COUNCIL RESOLUTION 1325 (2000) ON WOMEN AND SECURITY AND PEACE IN SELECTED ARAB COUNTRIES						
E/ESCWA/ECW/2015/WG.2/REPORT	01/21/2014	I1500045	REPORT : EXPERT GROUP MEETING ON THE STUDY ENTITLED “CHILD MARRIAGE IN HUMANITARIAN SETTINGS IN THE ARAB REGION : DYNAMICS, CHALLENGES AND POLICY OPTIONS”, BEIRUT, 4 - 5 DECEMBER 2014 		T0010039;T0007920;T0003041;T0005529;T0005949;T0006200;T0013316;T0003941;T0010079	UNDOC		EP	3	REPORT : EXPERT GROUP MEETING ON THE STUDY ENTITLED “CHILD MARRIAGE IN HUMANITARIAN SETTINGS IN THE ARAB REGION : DYNAMICS, CHALLENGES AND POLICY OPTIONS”, BEIRUT, 4 - 5 DECEMBER 2014 						
E/ESCWA/ECW/2015/WG.3/REPORT	05/13/2015	I1500256			T0007920;T0010387;T0006857;T0006858;T0005529;T0010388	UNDOC		AP	3							
E/ESCWA/ECW/2015/WG.4/REPORT	10/26/2015	I1500432			T0010419;T0003650;T0005942;T0004830;T0005529	UNDOC		AP	3							
E/ESCWA/ECW/2016/PAMPHLET.1	06/30/2016	I1600195	BEIRUT CALL FOR ACTION : PRIORITIZING WOMEN, PEACE AND SECURITY ON THE ARAB AGENDA		T0002861;T0000180;T0013540;T0005529	UNDOC		EP AP	2	BEIRUT CALL FOR ACTION : PRIORITIZING WOMEN, PEACE AND SECURITY ON THE ARAB AGENDA						
E/ESCWA/ECW/2016/TECHNICAL PAPER.1	04/15/2016	I1600101	LEVERAGING MULTI-STAKEHOLDER PARTNERSHIPS TO PROMOTE GENDER JUSTICE AND THE 2030 AGENDA FOR SUSTAINABLE DEVELOPMENT		T0010388;T0013803;T0010458;T0000165;T0001129;T0005529	UNDOC		EP	3	LEVERAGING MULTI-STAKEHOLDER PARTNERSHIPS TO PROMOTE GENDER JUSTICE AND THE 2030 AGENDA FOR SUSTAINABLE DEVELOPMENT						
E/ESCWA/ECW/2016/TECHNICAL PAPER.2	06/10/2016	I1600243	CONFLICT, CLIMATE CHANGE AND THEIR MUTUALLY REINFORCING IMPACT ON GENDER IMBALANCES IN THE ARAB REGION		T0005151;T0003969;T0010388;T0001270;T0001242;T0001494;T0006736;T0005529	UNDOC		EP AP	2	CONFLICT, CLIMATE CHANGE AND THEIR MUTUALLY REINFORCING IMPACT ON GENDER IMBALANCES IN THE ARAB REGION						
E/ESCWA/ECW/2016/TECHNICAL PAPER.3	12/21/2016	I1600339	SOCIAL AND ECONOMIC SITUATION OF PALESTINIAN WOMEN AND GIRLS, JULY 2014 - JUNE 2016		T0006858;T0002794;T0003959;T0004268;T0000667;T0003969;T0010388;T0010419;T0006736;T0010452;T0010336;T0010095;P0000586	UNDOC		EP AP	3	SOCIAL AND ECONOMIC SITUATION OF PALESTINIAN WOMEN AND GIRLS, JULY 2014 - JUNE 2016						
E/ESCWA/ECW/2017/1	06/19/2017	I1700205	WOMEN, PEACE AND SECURITY : THE ROLE OF INSTITUTIONS IN TIMES OF PEACE AND WAR IN THE ARAB REGION		T0002861;T0000180;T0013247;T0000213;T0006021;T0005357;T0005546	UNDOC		EP AP	2	WOMEN, PEACE AND SECURITY : THE ROLE OF INSTITUTIONS IN TIMES OF PEACE AND WAR IN THE ARAB REGION						
E/ESCWA/ECW/2017/2	11/01/2017	I1700383	STATUS OF ARAB WOMEN REPORT 2017 : VIOLENCE AGAINST WOMEN : WHAT IS AT STAKE?		T0010419;T0006047;T0005946;T0013314;T0005529	UNDOC		EP AP	2	STATUS OF ARAB WOMEN REPORT 2017 : VIOLENCE AGAINST WOMEN : WHAT IS AT STAKE?						
E/ESCWA/ECW/2017/3	09/19/2017	I1700411	WOMEN’S POLITICAL REPRESENTATION IN THE ARAB REGION		T0003959;T0005533;T0005363;T0005383;T0005342;T0006159;T0009881	UNDOC		EP AP	2	WOMEN’S POLITICAL REPRESENTATION IN THE ARAB REGION						
E/ESCWA/ECW/2017/4	12/24/2017	I1700571	THE STATE OF GENDER JUSTICE IN THE ARAB REGION		T0010388;T0004281;T0003962;T0006858;T0003959;T0005946;T0005529;T0010419;T0004228;T0000769	UNDOC		EP AP	2	THE STATE OF GENDER JUSTICE IN THE ARAB REGION						
E/ESCWA/ECW/2017/BROCHURE 1	09/22/2017	I1700531	WOMEN IN NUMBERS (INFORMATION KIT)		T0010336;T0010452;T0003955;T0003959;T0002808;T0003716;T0000090;T0006836;T0003695;T0005529	UNDOC		EP AP	2	WOMEN IN NUMBERS (INFORMATION KIT)						
E/ESCWA/ECW/2017/IG.1/3	09/20/2017	I1700541	PROGRESS MADE IN THE ADVANCEMENT OF WOMEN IN THE ARAB REGION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017		T0006857;T0006045;T0006023;T0005529;T0007920	UNDOC		EP AP	3	PROGRESS MADE IN THE ADVANCEMENT OF WOMEN IN THE ARAB REGION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017						
E/ESCWA/ECW/2017/IG.1/3(PART II)	08/01/2017	I1700435	PROGRESS MADE IN THE ADVANCEMENT OF WOMEN IN THE ARAB REGION : TECHNICAL COOPERATION ACTIVITIES AND ADVISORY SERVICES : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017		T0006857;T0000714;T0000394;T0000756;T0006023;T0006045;T0005547;T0005529;T0007920	UNDOC		EP AP	3	PROGRESS MADE IN THE ADVANCEMENT OF WOMEN IN THE ARAB REGION : TECHNICAL COOPERATION ACTIVITIES AND ADVISORY SERVICES : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017						
E/ESCWA/ECW/2017/IG.1/3(PART I)	07/10/2017	I1700402	PROGRESS MADE IN THE ADVANCEMENT OF WOMEN IN THE ARAB REGION : ACTIVITIES RELATED TO WOMEN ADVANCEMENT IN THE ESCWA PROGRAMME OF WORK, THE MUSCAT DECLARATION ON THE ACHIEVEMENT OF GENDER JUSTICE, AND RECOMMENDATIONS OF THE COMMITTEE ON WOMEN :  ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017 : 		T0010388;T0006857;T0000472;T0006023;T0006159;T0006045;T0005547;T0005529;T0006000	UNDOC		EP AP	3	PROGRESS MADE IN THE ADVANCEMENT OF WOMEN IN THE ARAB REGION : ACTIVITIES RELATED TO WOMEN ADVANCEMENT IN THE ESCWA PROGRAMME OF WORK, THE MUSCAT DECLARATION ON THE ACHIEVEMENT OF GENDER JUSTICE, AND RECOMMENDATIONS OF THE COMMITTEE ON WOMEN :  ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017 : 						
E/ESCWA/ECW/2017/IG.1/4	09/20/2017	I1700543	SUSTAINABLE DEVELOPMENT GOAL 5 : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017		T0010388;T0010624;T0001129;T0006045;T0006023;T0005529;T0007920	UNDOC		EP AP	3	SUSTAINABLE DEVELOPMENT GOAL 5 : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017						
E/ESCWA/ECW/2017/IG.1/4(PART II)	09/15/2017	I1700533	SUSTAINABLE DEVELOPMENT GOAL 5 : ACTIVITIES TO SUPPORT THE SUBCOMMITTEE ON GENDER EQUALITY AND THE SUSTAINABLE DEVELOPMENT GOALS IN 2016-2017		T0010388;T0001129;T0010275;T0006023;T0007920;T0005529	UNDOC		EP AP	3	SUSTAINABLE DEVELOPMENT GOAL 5 : ACTIVITIES TO SUPPORT THE SUBCOMMITTEE ON GENDER EQUALITY AND THE SUSTAINABLE DEVELOPMENT GOALS IN 2016-2017						
E/ESCWA/ECW/2017/IG.1/4(PART I)	09/15/2017	I1700535	SUSTAINABLE DEVELOPMENT GOAL 5 : GENDER EQUALITY INDICATORS: DATA AVAILABILITY IN ARAB COUNTRIES : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA) COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017		T0001129;T0007199;T0010388;T0005529;T0006023;T0007920	UNDOC		EP AP	3	SUSTAINABLE DEVELOPMENT GOAL 5 : GENDER EQUALITY INDICATORS: DATA AVAILABILITY IN ARAB COUNTRIES : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA) COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017						
E/ESCWA/ECW/2017/IG.1/5	09/20/2017	I1700545	ENHANCING THE ROLE OF INSTITUTIONS IN ACHIEVING GENDER EQUALITY IN THE ARAB REGION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017		T0010388;T0006857;T0006023;T0006045;T0010458;T0005529;T0007920	UNDOC		EP AP	3	ENHANCING THE ROLE OF INSTITUTIONS IN ACHIEVING GENDER EQUALITY IN THE ARAB REGION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017						
E/ESCWA/ECW/2017/IG.1/5(PART III)	05/30/2017	I1700349	ENHANCING THE ROLE OF INSTITUTIONS IN ACHIEVING GENDER EQUALITY IN THE ARAB REGION : THE ECONOMIC COST OF VIOLENCE AGAINST WOMEN		T0010419;T0013314;T0005946;T0005703;T0002811;T0005529;T0006159;T0007920	UNDOC		EP AP	3	ENHANCING THE ROLE OF INSTITUTIONS IN ACHIEVING GENDER EQUALITY IN THE ARAB REGION : THE ECONOMIC COST OF VIOLENCE AGAINST WOMEN						
E/ESCWA/ECW/2017/IG.1/5(PART II)	05/30/2017	I1700347	ENHANCING THE ROLE OF INSTITUTIONS IN ACHIEVING GENDER EQUALITY IN THE ARAB REGION : THE ROLE OF INSTITUTIONS IN TIMES OF PEACE AND WAR		T0010388;T0000180;T0000213;T0005529;T0010458;T0006159	UNDOC		EP AP	3	ENHANCING THE ROLE OF INSTITUTIONS IN ACHIEVING GENDER EQUALITY IN THE ARAB REGION : THE ROLE OF INSTITUTIONS IN TIMES OF PEACE AND WAR						
E/ESCWA/ECW/2017/IG.1/5(PART I)	07/05/2017	I1700398	ENHANCING THE ROLE OF INSTITUTIONS IN ACHIEVING GENDER EQUALITY IN THE ARAB REGION MAINSTREAMING GENDER EQUALITY IN PUBLIC INSTITUTIONS : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION BEIRUT, 4-5 OCTOBER 2017		T0010388;T0010624;T0000792;T0004365;T0005935;T0005529;T0006159;T0007920	UNDOC		EP AP	3	ENHANCING THE ROLE OF INSTITUTIONS IN ACHIEVING GENDER EQUALITY IN THE ARAB REGION MAINSTREAMING GENDER EQUALITY IN PUBLIC INSTITUTIONS : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION BEIRUT, 4-5 OCTOBER 2017						
E/ESCWA/ECW/2017/IG.1/6	06/13/2017	I1700377	PROPOSED PROGRAMME OF WORK FOR THE BIENNIUM 2018-2019 IN THE ADVANCEMENT OF WOMEN :  ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017		T0006857;T0006045;T0006000;T0005547;T0005529;T0007920	UNDOC		EP AP	3	PROPOSED PROGRAMME OF WORK FOR THE BIENNIUM 2018-2019 IN THE ADVANCEMENT OF WOMEN :  ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017						
E/ESCWA/ECW/2017/IG.1/7/REPORT	11/21/2017	I1700708	REPORT : EIGHTH SESSION OF THE COMMITTEE ON WOMEN, BEIRUT, 4 - 5 OCTOBER 2017		T0006857;T0003962;T0006858;T0013540;T0003955;T0003959;T0010388;T0010419;T0000792;T0006023;T0006045;T0005529;T0007920	UNDOC		EP AP	3	REPORT : EIGHTH SESSION OF THE COMMITTEE ON WOMEN, BEIRUT, 4 - 5 OCTOBER 2017						
E/ESCWA/ECW/2017/IG.1/INF.2	09/20/2017	I1700547	LIST OF DOCUMENTS : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA) COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017		T0004781;T0006023;T0007920;T0006045;T0005529;T0006857;T0010388	UNDOC		EP AP	3	LIST OF DOCUMENTS : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA) COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017						
E/ESCWA/ECW/2017/IG.1/L.1	08/12/2017	I1700525	PROVISIONAL AGENDA AND ANNOTATIONS : SESSION MAIN THEME: “ENHANCING THE ROLE OF INSTITUTIONS IN ACHIEVING GENDER EQUALITY IN THE ARAB REGION” : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017		T0006857;T0010388;T0006023;T0005915	UNDOC		EP AP	3	PROVISIONAL AGENDA AND ANNOTATIONS : SESSION MAIN THEME: “ENHANCING THE ROLE OF INSTITUTIONS IN ACHIEVING GENDER EQUALITY IN THE ARAB REGION” : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017						
E/ESCWA/ECW/2017/IG.1/L.2	08/12/2017	I1700527	ORGANIZATION OF WORK : NOTE BY THE SECRETARIAT ; ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017		T0005999;T0006023;T0006857;T0006045;T0007920;T0005529	UNDOC		EP AP	3	ORGANIZATION OF WORK : NOTE BY THE SECRETARIAT ; ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA), COMMITTEE ON WOMEN, EIGHTH SESSION, BEIRUT, 4-5 OCTOBER 2017						
E/ESCWA/ECW/2017/TECHNICAL PAPER.1	02/13/2017	I1700106			T0002861;T0001129;T0010388;T0010419;T0000723;T0013316;T0005693;T0003955;T0002794;T0003988;T0005529	UNDOC		AP	2							
E/ESCWA/ECW/2017/TECHNICAL PAPER.2	05/09/2017	I1700318	WOMEN: ARAB HORIZON 2030		T0002861;T0003959;T0003955;T0003695;T0010095;T0010388;T0010624;T0005529;T0006159	UNDOC		EP	2	WOMEN: ARAB HORIZON 2030						
E/ESCWA/ECW/2017/TECHNICAL PAPER.3	06/15/2017	I1700385	POLICY BRIEF : INSTITUTIONAL MECHANISMS FOR GENDER ACCOUNTABILITY IN THE ARAB REGION		T0010387;T0000769;T0005529;T0005737;T0000079;T0010419;T0006021	UNDOC		EP AP	2	POLICY BRIEF : INSTITUTIONAL MECHANISMS FOR GENDER ACCOUNTABILITY IN THE ARAB REGION						
E/ESCWA/ECW/2017/TECHNICAL PAPER.4	07/18/2017	I1700602	ESTIMATING COSTS OF MARITAL VIOLENCE  IN THE ARAB REGION : OPERATIONAL MODEL		T0006139;T0002813;T0002815;T0013314;T0005535	UNDOC		EP AP	3	ESTIMATING COSTS OF MARITAL VIOLENCE  IN THE ARAB REGION : OPERATIONAL MODEL						
E/ESCWA/ECW/2017/TECHNICAL PAPER.5	10/03/2017	I1700589	POLICY BRIEF ROLE OF WOMEN IN PEACEBUILDING PROCESSES		T0002861;T0010116;T0003959;T0005529	UNDOC		EP	3	POLICY BRIEF ROLE OF WOMEN IN PEACEBUILDING PROCESSES						
E/ESCWA/ECW/2017/TECHNICAL PAPER.6	10/18/2017	I1700609	POLICY BRIEF ON ARAB WOMEN’S ECONOMIC EMPOWERMENT		T0006857;T0003955;T0000731;T0010408;T0000643;T0000638;T0005529;T0003962;T0006858	UNDOC		EP	2	POLICY BRIEF ON ARAB WOMEN’S ECONOMIC EMPOWERMENT						
E/ESCWA/ECW/2017/TECHNICAL PAPER.8	01/05/2018	I1800012			T0010388;T0006857;T0000792;T0005529	UNDOC		AP	2							
E/ESCWA/ECW/2018/BRIEF.1	09/13/2018	I1800330	POLICY BRIEF: WOMEN IN THE JUDICIARY: A STEPPING STONE TOWARDS GENDER JUSTICE		T0002861;T0003962;T0006858;T0000458;T0010388;T0000472;T0005529	UNDOC		EP	2	POLICY BRIEF: WOMEN IN THE JUDICIARY: A STEPPING STONE TOWARDS GENDER JUSTICE						
E/ESCWA/ECW/2018/BRIEF.2	10/02/2018	I1800357	POLICY BRIEF: DUE DILIGENCE STANDARD, VIOLENCE AGAINST WOMEN AND PROTECTION ORDERS IN THE ARAB REGION		T0010419;T0006139;T0005945;T0005529	UNDOC		EP	2	POLICY BRIEF: DUE DILIGENCE STANDARD, VIOLENCE AGAINST WOMEN AND PROTECTION ORDERS IN THE ARAB REGION						
E/ESCWA/ECW/2018/TP.2	12/10/2018	I1800484	WOMEN IN THE JUDICIARY IN LEBANON		T0000458;T0000461;T0002861;T0010388;T0005535	UNDOC		EP	3	WOMEN IN THE JUDICIARY IN LEBANON						
E/ESCWA/ECW/WG.1/2/REPORT	09/04/2012	I1200177	REPORT : EXPERT GROUP MEETING TO REVIEW A DRAFT STUDY PM "ADDRESSING  BARRIERS TO WOMEN'S ECONOMIC PARTICIPATION  IN THE ESCWA REGION, BEIRUT, 26 - 27 JUNE 2012		T0003955;T0010388;T0003988;T0010452;T0010095;T0007900;T0005529;T0007920	UNDOC		EP	3	REPORT : EXPERT GROUP MEETING TO REVIEW A DRAFT STUDY PM "ADDRESSING  BARRIERS TO WOMEN'S ECONOMIC PARTICIPATION  IN THE ESCWA REGION, BEIRUT, 26 - 27 JUNE 2012						
E/ESCWA/EC.5/2018/10	10/30/2018	I1800409	SUPPORTING ARAB STATES IN THE PERIODIC REVIEW OF PROGRESS IN IMPLEMENTING THE BEIJING DECLARATION AND PLATFORM FOR ACTION 25 YEARS AFTER THEIR ADOPTION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA). EXECUTIVE COMMITTEE, FIFTH MEETING, BEIRUT, 18-19 DECEMBER 2018		T0002861;T0006857;T0010458;T0005529;T0007920;T0006023;T0006045;T0006038	UNDOC		EP AP	3	SUPPORTING ARAB STATES IN THE PERIODIC REVIEW OF PROGRESS IN IMPLEMENTING THE BEIJING DECLARATION AND PLATFORM FOR ACTION 25 YEARS AFTER THEIR ADOPTION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA). EXECUTIVE COMMITTEE, FIFTH MEETING, BEIRUT, 18-19 DECEMBER 2018						
E/ESCWA/EC.5/2018/11	11/21/2018	I1800457	GLOBAL COMPACT FOR SAFE, ORDERLY AND REGULAR MIGRATION AND ITS RELEVANCE TO THE ARAB REGION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA). EXECUTIVE COMMITTEE, FIFTH MEETING, BEIRUT, 18-19 DECEMBER 2018		T0002818;T0010312;T0005608;T0000039;T0006045;T0006023;T0005529;T0007920	UNDOC		EP AP	3	GLOBAL COMPACT FOR SAFE, ORDERLY AND REGULAR MIGRATION AND ITS RELEVANCE TO THE ARAB REGION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA). EXECUTIVE COMMITTEE, FIFTH MEETING, BEIRUT, 18-19 DECEMBER 2018						
E/ESCWA/EC.5/2018/12	11/15/2018	I1800443	PROPOSED PROGRAMME PLAN FOR THE YEAR 2020 : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA). EXECUTIVE COMMITTEE, FIFTH MEETING, BEIRUT, 18-19 DECEMBER 2018		T0006000;T0006023;T0000039;T0006045;T0005529;T0007920	UNDOC		EP AP	3	PROPOSED PROGRAMME PLAN FOR THE YEAR 2020 : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA). EXECUTIVE COMMITTEE, FIFTH MEETING, BEIRUT, 18-19 DECEMBER 2018						
E/ESCWA/EC.5/2018/13	11/21/2018	I1800451	TECHNICAL COOPERATION ACTIVITIES FOR 2018 : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA). EXECUTIVE COMMITTEE, FIFTH MEETING, BEIRUT, 18-19 DECEMBER 2018		T0000756;T0006023;T0000039;T0006045;T0005529;T0007920	UNDOC		EP AP	3	TECHNICAL COOPERATION ACTIVITIES FOR 2018 : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA (ESCWA). EXECUTIVE COMMITTEE, FIFTH MEETING, BEIRUT, 18-19 DECEMBER 2018						
E/ESCWA/EC.5/2018/14/REPORT	12/28/2018	I1800509			T0006023;T0000930;T0001129;T0000667;T0006836;T0000039;T0005949;T0005529;T0007920	UNDOC		AP	3							
